customer_id,first_name,last_name,birth_date,phone,address,city,points
4267,Kelsey,West,1991-05-07,265-076-9257x73599,"938 John Ways","New Gregorymouth",WI
4268,Emily,Fritz,2000-01-28,+1-107-002-0723x620,"80312 James Tunnel",Bensontown,NH
4269,Alexandra,Nelson,1955-11-29,001-727-313-7056x16269,"2684 Sharon Mall Apt. 508",Phillipsfurt,NV
4270,Cynthia,Kelly,1986-10-29,830.533.4466x44203,"738 Prince Parks","New Dominiquefort",AZ
4271,Andres,Sharp,1961-03-27,+1-391-832-6942x34997,"2438 Clark Village Apt. 824",Jeffreybury,WA
4272,Andrew,Morrison,1959-07-04,483.056.6785x6448,"594 Jessica Alley Suite 165",Loganstad,WY
4273,Eric,Smith,1994-08-03,123.447.9434,"239 Levy Isle","South Darryl",KS
4274,James,Foster,1957-04-25,(061)735-0278x76802,"71018 Sarah Plains",Elizabethstad,IL
4275,Theodore,Jones,1967-12-27,001-440-372-3500x7586,"80281 Tracy Tunnel","North Jeffrey",DC
4276,Tanya,Potter,1965-11-11,371.586.9793x314,"6244 Smith Via Apt. 370","Port Randyland",AL
4277,Jennifer,Hayes,1988-02-03,4943298448,"66815 Christian Meadow",Westchester,MT
4278,Jon,Glover,1964-07-13,001-888-996-0526x84050,"35313 Jason Ranch","West Andrea",MT
4279,Lauren,Steele,1987-12-16,001-269-052-9750x043,"697 Harris Land",Calhounstad,ND
4280,Ryan,Phillips,1984-01-22,479-100-4686x306,"573 Herrera Run","Lake Austinmouth",MT
4281,Tyler,Hill,1995-01-05,041-138-9532,"1501 Monica Crossing Apt. 676","West Tyler",ND
4282,Kayla,Lee,1976-11-04,+1-932-689-4416x85145,"651 Connie Neck","East Charlesport",DE
4283,Ariel,Hamilton,1971-08-01,001-196-385-3271x86182,"3252 Heidi Hills",Perryton,OH
4284,Charles,Owen,1966-08-03,001-377-061-4396x3111,"340 Michael Pines Apt. 906","East Daleland",MN
4285,Jason,Howell,1965-08-11,001-416-545-9813x366,"133 Zuniga Summit",Robertston,SC
4286,Bryan,Myers,1956-02-29,(101)904-0068x9827,"90633 Lisa Alley","North Donnaborough",SD
4287,Laura,Clark,1984-04-25,(855)906-6697x652,"36627 Beck Rue","South Lisaborough",AK
4288,Robert,Thompson,1998-11-24,565.523.9361,"893 Smith Falls Suite 558",Tinachester,NV
4289,Stephanie,Bailey,1971-03-21,(530)581-5490x142,"4181 Sherry Crest Apt. 839","East Annamouth",CT
4290,Charles,Taylor,1993-08-19,(524)874-3804,"3675 Dunlap Ranch","West Jerry",ME
4291,Donald,Nguyen,1992-07-23,175-913-4204,"14456 Taylor Shores","New Mariamouth",ME
4292,Ashley,Garcia,1984-08-09,001-616-147-4269x296,"28133 Evans Hill",Vasquezhaven,AZ
4293,Matthew,Carter,2002-05-04,+1-790-460-3134,"61983 Joseph Courts",Ortegafurt,DE
4294,Sergio,Smith,1965-06-25,(733)453-2273x722,"0241 Hicks Garden Suite 378","Lake Michealchester",OK
4295,Beth,Hebert,1988-04-29,(312)106-1595x125,"182 Gutierrez Ferry Apt. 054","East Rachel",AL
4296,April,Patel,1962-08-26,+1-032-960-2767x875,"1416 Kimberly Rue Apt. 151",Nealchester,MA
4297,Theresa,Blackburn,1957-04-12,824-490-2028x45694,"335 Brock Walks Suite 204","Port Joshua",WY
4298,Jessica,Palmer,1994-04-22,+1-616-776-6103x40392,"2369 Renee Brook","New Jacquelineview",KY
4299,Kayla,Maddox,1967-11-23,104-388-0581,"98177 Spencer Ports Suite 997","Port Kimberly",CT
4300,Amy,Kelley,1994-10-22,+1-006-967-3050x6937,"149 Anderson Haven","Lake Vanessa",WA
4301,Howard,Reynolds,1969-04-18,001-502-676-1640x432,"253 Michael Loop Apt. 315","South Mary",CT
4302,Jennifer,Parsons,1987-02-05,570.282.7372x64807,"71269 Jeffrey Lodge",Evansport,DE
4303,Chad,Kim,2001-07-24,001-632-510-4351x2386,"0196 Omar Point","Port Jenniferland",WV
4304,Danny,Brown,1982-08-06,001-999-065-9607x8457,"0443 Diane Forges","Lake Nicolebury",MT
4305,Makayla,Huang,1989-01-31,(212)688-3773,"42906 Huffman Pine",Andreafort,VT
4306,Jonathan,Rogers,1999-09-04,001-191-712-5516x4624,"084 Thomas Villages Suite 034",Sarahshire,WA
4307,Fernando,Obrien,1960-02-05,022-655-0125x56051,"952 Rodriguez Trail Suite 276",Grantfort,NE
4308,Leslie,Tucker,1982-03-07,(945)313-2960,"545 Moses Alley Apt. 546","South Jeffrey",CA
4309,Briana,Curtis,1994-05-12,6456256991,"4519 Scott Garden Apt. 172","Lake Clairestad",WA
4310,Brian,Torres,1965-05-21,857-919-9500,"16769 Hill Ports Apt. 343","Lake Crystalfort",AL
4311,Kathryn,Johnson,1954-08-28,257-781-6287,"7217 Steven Villages","North Kelseyshire",CO
4312,Daniel,Hernandez,1999-07-24,290.106.5515x679,"31270 Butler Dale","Lake Sarafurt",DE
4313,William,Hall,1971-04-06,+1-011-095-3515x253,"887 Bethany Shore",Makaylaberg,HI
4314,Sara,May,1978-01-13,(024)553-4964,"074 Erin Fields Apt. 747","North Mitchellbury",pa
4315,Deborah,Allen,1967-07-26,+1-612-414-2829x7666,"116 Parker Parks",Hintonchester,MO
4316,Thomas,Wright,1962-05-13,580-545-7199x2091,"04341 Barnes Circles Apt. 348","North Lorihaven",KY
4317,Mallory,Perez,1970-07-29,113-710-7256x6572,"63148 Cassandra Mountain",Mannfurt,CT
4318,Lisa,Brown,1976-02-14,"  422-903-1403x26965  ","9167 Stacie Ville","East Thomaschester",WV
4319,Jose,Miles,1975-07-25,(117)042-2623,"2327 Solomon Road","North Kathleenfurt",MT
4320,Melissa,King,1976-08-20,001-888-135-1503x86191,"406 Becky Union",Jenkinsville,WY
4321,Jason,Allison,2005-09-10,201.382.8497x3267,"4618 Watson Court","East Samanthaport",IN
4322,Scott,Conner,2000-08-20,373.933.4648,"9799 Eileen Track",Wrightmouth,SC
4323,Sierra,Jarvis,1981-12-21,(700)733-9836,"373 Bowman Via",Alicialand,WY
4324,Tyler,Wright,1962-06-17,872.419.8805,"2918 Hampton Pine",Andrewsshire,CA
4325,Curtis,Kennedy,2005-04-30,018.689.3956,"4671 Winters Stream Suite 332","Lake Michael",NM
4326,Sharon,Parks,2006-07-03,440.755.9350x231,"2316 Green Key Apt. 609","Port Misty",NJ
4327,Andrew,Perez,1969-09-17,001-755-685-5931x442,"54722 Julie Pass","East Paulfurt",NH
4328,Eileen,Aguilar,1980-04-06,238-569-2845,"645 Ricky Heights Suite 632","Lake Johnfurt",KS
4329,Annette,Mcclain,1986-09-17,001-344-338-5309x4497,"665 Aaron Crossroad Suite 113",Jessicafort,SC
4330,Stacey,Waller,2004-03-23,(174)357-6704x517,"493 Tara Circles Apt. 540","South Robert",MA
4331,Alexandra,Taylor,2006-03-04,(189)435-5416,"634 Dennis Ferry","East Justinview",OH
4332,Craig,Ortiz,1996-02-26,+1-511-618-2079x326,"9667 Derrick Cliff Apt. 774",Shaffershire,OH
4333,Joe,King,1986-10-07,6123077855,"4308 Davis Estates Suite 529",Gibsonland,DC
4334,Thomas,Jones,1983-07-29,708-586-0849x490,"2477 Evans Park","East Glenton",IA
4335,Robert,Gonzalez,2002-10-14,183.488.9839,"211 Perkins Union Suite 901",Byrdfort,RI
4336,Robert,Williams,1988-12-04,802-553-0342,"51009 Joshua View",Ryanfort,FL
4337,Nathaniel,Yu,1989-06-18,382.294.2249,"32644 Austin Dale","Lake Nicholas",NH
4338,Christopher,Rodriguez,2002-06-18,+1-056-311-8722,"4809 Sullivan Isle Apt. 558",Kennedymouth,SD
4339,Miguel,Ross,1967-04-11,(633)340-0687,"504 Jacob Fork","Lake Joshuaside",AK
4340,Kelsey,Jones,1958-06-03,(461)637-0284,"3085 Downs Crescent","New Dawnmouth",NY
4341,Nicholas,Myers,1971-09-25,639-072-6448x492,"190 Kennedy Forges Apt. 782","East Tara",VA
4342,Matthew,Simpson,1967-05-11,001-129-362-7062x39816,"902 Torres Plaza",Wilsonshire,AK
4344,Timothy,Johns,1985-01-04,858-203-4517x2681,"82146 Wesley Corner",Kristytown,WI
4345,Frank,Smith,1964-10-18,(423)990-9255,"982 Holmes Highway Apt. 671","West Kayla",WA
4346,Megan,Richardson,1984-04-21,307-604-3819x3532,"52991 Charles Rue Apt. 936","New Michael",CO
4347,Christina,Robertson,1976-12-15,+1-596-963-7011,"9514 Emma Club","Lake Jaime",AZ
4348,Deborah,Freeman,1962-05-20,373.923.3323,"27184 Kelly Drive","East Victoria",SD
4349,Christine,Stephens,1969-11-23,(200)727-2155,"14328 Jones Ports Suite 406",Anthonybury,VA
4350,Erica,Gaines,1964-12-01,(711)964-9849x9876,"923 Villanueva Court Suite 216","Port Timothyfurt",SC
4351,Brian,Fox,1988-06-24,(196)225-4563,"89961 Gregory Ville Suite 409",Phamport,WA
4352,Carla,Dodson,1996-06-08,801.898.6045,"76636 Thomas Trace",Michaelland,GA
4353,Jessica,Jones,1979-02-08,+1-836-013-2623x173,"2068 Cathy Burg","South Jessicashire",UT
4354,Stefanie,Marshall,1967-01-07,784-835-9681x198,"5883 Carl Loaf",Liport,RI
4355,Kenneth,Thompson,1963-01-28,+1-022-405-9662x02619,"795 Douglas Viaduct Suite 230",Jamesside,NY
4356,Justin,Obrien,1958-09-13,432.804.1769,"930 Hill Hills Suite 086","East Johnberg",NC
4357,Patrick,Dickson,2007-03-29,(553)445-2016x73359,"52593 Ortega Garden","  Valenciachester  ",AR
4358,Matthew,Ibarra,1958-07-22,001-514-090-4773x05686,"61328 Richmond Roads","North Jennifer",KY
4359,Teresa,Knight,1973-08-15,201-631-3670x064,"91984 Steven Islands","New Patrick",NE
4360,Melanie,Smith,2004-09-06,899.000.3430x41369,"8576 Espinoza Summit","North Cassidyview",LA
4361,Ryan,Mills,1965-05-04,664.940.4525x575,"627 Phillips Field Suite 260","South Ericside",NV
4362,Thomas,Munoz,1963-05-21,001-618-085-4885x265,"170 Vicki Land","West Richardville",GA
4363,Cynthia,Davis,1991-11-17,(166)261-6596x25368,"13507 Barnes Lock Suite 627",Josephburgh,OK
4364,Andrea,Hall,1998-11-29,001-216-272-3462x20231,"5728 Scott Ford",Powellfurt,PA
4365,Zachary,Gray,1967-01-17,766.042.6872,"847 Harvey Square","West Amanda",AK
4366,Justin,Huffman,1956-10-17,001-843-078-1999,"89233 Flores Green Apt. 398",Cameronbury,MD
4367,Jacob,Edwards,1972-01-03,+1-451-850-9847x7177,"26210 Randy Loop","West Katiehaven",ND
4368,Annette,Shaw,1980-04-15,(709)369-4267,"771 Abigail Keys","Port Martin",NH
4369,Michael,Leon,1981-07-15,(206)509-8787x21261,"305 Dale Squares Suite 850",Nelsonchester,CT
4370,Jessica,Peck,1978-01-17,+1-561-618-1428x626,"2184 Kimberly Meadow","Port Laurabury",MI
4371,Christopher,Thomas,1987-12-29,874-747-0017x49469,"533 Mitchell Key",Brianmouth,HI
4372,Manuel,Manning,1976-09-12,+1-654-478-7956x10043,"822 Tom Junctions",Obrienstad,NJ
4373,Stephen,Blevins,1979-06-21,6008538826,"64223 Caroline Fields Suite 988","Port Kathleenview",MT
4374,Dawn,Allen,1964-02-27,+1-055-441-0510x0323,"49826 Krystal Forest Apt. 702",Matthewchester,TX
4375,Hannah,Cochran,2004-05-13,580-898-3362x26009,"7306 Wallace Loaf Apt. 660",Walkerland,WI
4376,Charles,Jones,1959-02-26,001-018-242-7333x5951,"987 David Lock Apt. 482",Thomasborough,NM
4377,Ashley,Mcconnell,1984-04-22,(025)894-1304x2994,"54017 Alexander Trace","East Reneeshire",MI
4378,Dominique,Jackson,1962-05-23,001-518-288-5300,"7006 Blair Trace Apt. 138","South Rhonda",ND
4379,Lori,Garcia,1984-03-01,(092)344-3795,"16087 Katie Canyon Suite 199",Wagnershire,MN
4380,Levi,Webster,2006-12-15,+1-035-538-7552x2929,"65655 Smith Canyon Suite 986","East Joe",IL
4381,Jean,Mooney,1955-02-26,746.466.6518x0441,"758 Castro Meadows Apt. 171",Tylerburgh,LA
4382,Emily,Copeland,1996-10-26,933-962-3101x9112,"409 Robert Corner Suite 499",Liborough,OK
4383,Danny,Gray,1972-08-12,(836)339-1793,"196 Poole Lakes","Port Peterburgh",SC
4384,Megan,Miller,2002-11-21,6768592319,"795 Martinez Squares Suite 502","Port Andrewview",OH
4385,Sarah,Martinez,2006-03-15,+1-317-773-0834,"56132 Richards Lodge Suite 020","New David",SD
4386,Spencer,Stewart,1971-11-13,001-039-654-9487x83664,"953 Jennifer Mountain Apt. 033",Mccallborough,CA
4387,Rachel,Blevins,1982-08-13,(729)962-9221x1084,"40940 Nunez View","Port Janet",VA
4388,Connie,Graham,1972-04-02,4372706871,"0748 Jack Ford Suite 324",Brownview,AZ
4389,Megan,Freeman,1990-06-20,094-359-8882x8629,"559 Paul Stravenue Suite 955","New Kathleen",CA
4390,Carrie,Goodwin,1981-02-20,7938664639,"709 Stein Court Apt. 786",Jennifertown,DE
4391,Diana,Mills,1978-08-11,9751880491,"88335 Ferguson Bridge Apt. 466",Millsborough,AK
4392,Jeffrey,Ford,1987-03-12,+1-365-130-9073x15227,"850 Joel Mews Suite 970",Chasemouth,CA
4393,Kristin,Murphy,1982-04-13,001-222-563-1646x303,"95793 Leach Branch",Davidshire,TX
4394,Bryan,Ramirez,1973-08-12,001-419-166-8759,"192 David Roads Apt. 286","South Gary",FL
4395,Christine,Wilson,1984-07-14,(889)420-0996x654,"9156 James Union Suite 095",Williambury,FL
4396,Helen,Gould,1980-03-26,673-676-9402,"96932 Richardson Stravenue Apt. 278",Charlesbury,RI
4397,Margaret,Carter,1957-02-21,(495)815-1880x86167,"508 Shaw Spurs",Warrenshire,ID
4066,Stephanie,Long,1985-12-15,001-835-006-3169x968,"028 Parker Plains","North Cassidyfort",AL
4159,Jesus,Riley,1992-11-30,9146101551,"34911 Castillo Islands Apt. 232","Lake Ashleymouth",OH
4054,Stacy,Hunt,1982-04-19,(122)099-8139x98149,"1001 Roth Orchard",Danielmouth,OR
NULL,Alice,Walker,1992-06-21,800-555-4321,"321 Elm St",Peoria,IL
NULL,Alvin,Balazuela,1986-06-06,800-111-1111,"P. Ansol","Quezon City",PH
4500,alvin,balazuela,1986-06-06,800-111-1111,"P. Ansol","Quezon City",PH
4600,domz,sanchez,1986-06-06,800-111-1111,"p. Ansol","quezon city",PH
